eventId,name,description,type,peoplecount,agerecommended,daysleft,location
19242,Event19242,description19242,sports,198,12,4,Kannur
19243,Event19243,description19243,freeentry|music,152,8,6,Bellary
19244,Event19244,description19244,dance,305,49,12,Kollam
19245,Event19245,description19245,music|outdoor,470,45,7,Kasargod
19246,Event19246,description19246,dance|music|competition,56,31,39,Nellore
19247,Event19247,description19247,competition|infotainment,479,31,15,Palakkad
19248,Event19248,description19248,competition,67,28,28,Karur
19249,Event19249,description19249,technology|music|sports,450,16,5,Kadapa
19250,Event19250,description19250,competition,125,24,18,Chennai
19251,Event19251,description19251,outdoor,242,7,35,Kannur
19252,Event19252,description19252,music|infotainment|freeentry,151,45,7,Mangalore
19253,Event19253,description19253,sports|music|food,461,33,3,Mandya
19254,Event19254,description19254,freeentry|infotainment|entertainment,96,23,6,Ooty
19255,Event19255,description19255,technology|sports,61,30,37,Vijayawada
19256,Event19256,description19256,entertainment,148,35,23,Shimoga
19257,Event19257,description19257,outdoor|dance|music,131,10,27,Karur
19258,Event19258,description19258,entertainment|music|outdoor,32,31,25,Tiruchirappalli
19259,Event19259,description19259,dance,399,25,26,Kozhikode
19260,Event19260,description19260,online|dance|infotainment,349,5,11,Kasargod
19261,Event19261,description19261,music|entertainment,290,34,29,Hassan
19262,Event19262,description19262,competition|dance,139,43,6,Coimbatore
19263,Event19263,description19263,dance,57,28,27,Rajahmundry
19264,Event19264,description19264,online|infotainment|outdoor,201,47,4,Chittoor
19265,Event19265,description19265,outdoor|competition,35,27,14,Kannur
19266,Event19266,description19266,freeentry|outdoor|sports,30,22,38,Alappuzha
19267,Event19267,description19267,online|dance,471,27,14,Shimoga
19268,Event19268,description19268,dance,175,29,11,Thanjavur
19269,Event19269,description19269,music|food|entertainment,442,26,29,Kakinada
19270,Event19270,description19270,food,65,23,12,Tiruchirappalli
19271,Event19271,description19271,competition|entertainment,100,40,10,Shimoga
19272,Event19272,description19272,technology,491,4,40,Tumkur
19273,Event19273,description19273,entertainment|online,347,36,33,Kollam
19274,Event19274,description19274,music|entertainment,11,28,7,Bangalore
19275,Event19275,description19275,food|technology|online,497,11,30,Nellore
19276,Event19276,description19276,online,380,22,7,Shimoga
19277,Event19277,description19277,entertainment,82,8,27,Tiruppur
19278,Event19278,description19278,music|outdoor|freeentry,455,24,32,Shimoga
19279,Event19279,description19279,competition|infotainment|technology,258,19,39,Bellary
19280,Event19280,description19280,freeentry,335,16,7,Karaikudi
19281,Event19281,description19281,freeentry,165,1,31,Kolar
19282,Event19282,description19282,dance,180,42,4,Hyderabad
19283,Event19283,description19283,infotainment|food|competition,342,6,3,Davangere
19284,Event19284,description19284,sports|music|freeentry,426,17,6,Hyderabad
19285,Event19285,description19285,competition|dance,494,41,38,Kollam
19286,Event19286,description19286,food,212,8,2,Karaikudi
19287,Event19287,description19287,music,289,32,24,Warangal
19288,Event19288,description19288,food|outdoor|freeentry,475,1,20,Mangalore
19289,Event19289,description19289,sports|entertainment,249,10,25,Karur
19290,Event19290,description19290,food,239,37,4,Rajahmundry
19291,Event19291,description19291,food,131,43,5,Bellary
19292,Event19292,description19292,entertainment|food,179,41,26,Karaikudi
19293,Event19293,description19293,freeentry|entertainment|online,382,35,27,Anantapur
19294,Event19294,description19294,freeentry|music|sports,315,21,31,Vijayawada
19295,Event19295,description19295,sports,186,40,14,Ooty
19296,Event19296,description19296,music|competition|sports,242,10,7,Palakkad
19297,Event19297,description19297,freeentry|dance|outdoor,404,8,24,Mysore
19298,Event19298,description19298,music|online,48,31,37,Pathanamthitta
19299,Event19299,description19299,freeentry|technology,297,44,10,Kozhikode
19300,Event19300,description19300,infotainment,384,37,10,Kollam
19301,Event19301,description19301,infotainment|competition,206,10,32,Pathanamthitta
19302,Event19302,description19302,dance,19,27,39,Kottayam
19303,Event19303,description19303,freeentry|food|online,378,35,37,Mangalore
19304,Event19304,description19304,dance|music,425,33,40,Anantapur
19305,Event19305,description19305,outdoor|dance,61,8,5,Gulbarga
19306,Event19306,description19306,dance|technology|infotainment,432,29,25,Warangal
19307,Event19307,description19307,online|infotainment,69,13,6,Visakhapatnam
19308,Event19308,description19308,technology,347,39,20,Visakhapatnam
19309,Event19309,description19309,competition,266,43,19,Davangere
19310,Event19310,description19310,outdoor,390,30,15,Thiruvananthapuram
19311,Event19311,description19311,freeentry|dance|food,393,45,38,Kadapa
19312,Event19312,description19312,freeentry|entertainment,40,4,7,Kakinada
19313,Event19313,description19313,competition|entertainment,374,1,10,Pathanamthitta
19314,Event19314,description19314,freeentry|music,304,1,15,Nellore
19315,Event19315,description19315,infotainment|entertainment|technology,279,8,35,Kottayam
19316,Event19316,description19316,infotainment|outdoor|food,470,6,16,Thrissur
19317,Event19317,description19317,competition,387,15,20,Hosur
19318,Event19318,description19318,technology|competition,82,7,17,Kadapa
19319,Event19319,description19319,entertainment|outdoor|infotainment,467,19,18,Mangalore
19320,Event19320,description19320,outdoor|freeentry|food,47,36,39,Anantapur
19321,Event19321,description19321,infotainment,427,48,30,Alappuzha
19322,Event19322,description19322,infotainment|music,246,7,8,Madurai
19323,Event19323,description19323,infotainment|food,419,44,32,Hyderabad
19324,Event19324,description19324,outdoor|freeentry|competition,227,3,15,Kottayam
19325,Event19325,description19325,competition,343,34,30,Bangalore
19326,Event19326,description19326,outdoor|entertainment,274,4,22,Bangalore
19327,Event19327,description19327,freeentry,20,44,37,Tiruppur
19328,Event19328,description19328,technology,344,14,21,Kannur
19329,Event19329,description19329,music|food,240,35,1,Hosur
19330,Event19330,description19330,competition|sports|infotainment,457,8,25,Kozhikode
19331,Event19331,description19331,sports|dance|entertainment,17,24,20,Shimoga
19332,Event19332,description19332,sports|technology|outdoor,245,24,33,Karur
19333,Event19333,description19333,competition|outdoor,266,41,7,Mandya
19334,Event19334,description19334,music|technology|entertainment,32,3,36,Kolar
19335,Event19335,description19335,technology,164,30,33,Alappuzha
19336,Event19336,description19336,food|outdoor,67,35,18,Davangere
19337,Event19337,description19337,music|sports,50,8,10,Tiruppur
19338,Event19338,description19338,outdoor|food,423,42,32,Tiruppur
19339,Event19339,description19339,online|competition,232,12,33,Palakkad
19340,Event19340,description19340,sports|outdoor|technology,252,4,33,Vijayawada
19341,Event19341,description19341,dance|online|outdoor,491,30,37,Coimbatore
19342,Event19342,description19342,sports|food,428,5,33,Alappuzha
19343,Event19343,description19343,music|sports|entertainment,141,32,15,Rajahmundry
19344,Event19344,description19344,music,113,20,10,Kurnool
19345,Event19345,description19345,outdoor,258,26,23,Ooty
19346,Event19346,description19346,outdoor,247,16,23,Kozhikode
19347,Event19347,description19347,freeentry|online,79,10,8,Kakinada
19348,Event19348,description19348,entertainment|freeentry,241,38,30,Visakhapatnam
19349,Event19349,description19349,entertainment|outdoor|infotainment,235,27,4,Nellore
19350,Event19350,description19350,outdoor|music|competition,225,12,26,Thrissur
19351,Event19351,description19351,sports,369,40,11,Nizamabad
19352,Event19352,description19352,food|online,444,11,30,Tiruchirappalli
19353,Event19353,description19353,infotainment,497,3,14,Kochi
19354,Event19354,description19354,freeentry|infotainment,391,16,26,Kadapa
19355,Event19355,description19355,entertainment,68,6,31,Kollam
19356,Event19356,description19356,dance|music|freeentry,194,26,28,Mandya
19357,Event19357,description19357,entertainment|music,228,34,2,Karur
19358,Event19358,description19358,food,272,28,18,Madurai
19359,Event19359,description19359,technology,57,47,5,Vijayawada
19360,Event19360,description19360,infotainment,219,18,26,Palakkad
19361,Event19361,description19361,freeentry|technology|dance,119,15,36,Mandya
19362,Event19362,description19362,sports|competition|outdoor,281,41,37,Madurai
19363,Event19363,description19363,music,478,36,25,Visakhapatnam
19364,Event19364,description19364,sports|outdoor|technology,299,34,37,Kochi
19365,Event19365,description19365,competition|dance|music,17,50,15,Bangalore
19366,Event19366,description19366,freeentry|dance,10,25,5,Alappuzha
19367,Event19367,description19367,freeentry|dance,88,2,21,Kollam
19368,Event19368,description19368,technology,78,46,1,Rajahmundry
19369,Event19369,description19369,music|food,283,2,7,Kollam
19370,Event19370,description19370,food,449,23,15,Nizamabad
19371,Event19371,description19371,dance|competition|entertainment,19,23,36,Kannur
19372,Event19372,description19372,infotainment|online|sports,79,14,15,Mysore
19373,Event19373,description19373,music|online,385,41,38,Bangalore
19374,Event19374,description19374,sports|entertainment|dance,402,22,4,Vijayawada
19375,Event19375,description19375,freeentry,296,25,21,Thanjavur
19376,Event19376,description19376,sports,338,1,33,Hosur
19377,Event19377,description19377,food|entertainment|infotainment,296,4,30,Tiruchirappalli
19378,Event19378,description19378,technology|freeentry|dance,110,9,19,Thrissur
19379,Event19379,description19379,technology,256,16,8,Hyderabad
19380,Event19380,description19380,technology|online|dance,134,7,12,Kakinada
19381,Event19381,description19381,infotainment|music,190,44,18,Nellore
19382,Event19382,description19382,technology|sports|music,255,8,19,Shimoga
19383,Event19383,description19383,outdoor,264,9,31,Coimbatore
19384,Event19384,description19384,outdoor|online,28,46,11,Karur
19385,Event19385,description19385,technology,212,45,24,Chittoor
19386,Event19386,description19386,outdoor|music|sports,155,30,17,Tiruchirappalli
19387,Event19387,description19387,outdoor|dance,66,12,33,Anantapur
19388,Event19388,description19388,entertainment|sports,330,38,24,Anantapur
19389,Event19389,description19389,infotainment|outdoor,306,24,3,Kozhikode
19390,Event19390,description19390,music,328,17,24,Kurnool
19391,Event19391,description19391,music,43,29,5,Bangalore
19392,Event19392,description19392,sports,88,5,11,Rajahmundry
19393,Event19393,description19393,sports|entertainment,459,29,32,Hyderabad
19394,Event19394,description19394,food,121,23,12,Kasargod
19395,Event19395,description19395,sports|online|technology,195,24,8,Tumkur
19396,Event19396,description19396,online|outdoor|dance,143,39,28,Hyderabad
19397,Event19397,description19397,food|technology,316,21,18,Kottayam
19398,Event19398,description19398,entertainment|music,118,48,27,Kasargod
19399,Event19399,description19399,sports,18,31,8,Kasargod
19400,Event19400,description19400,entertainment,43,20,18,Kolar
19401,Event19401,description19401,technology|outdoor,395,26,5,Karaikudi
19402,Event19402,description19402,music,186,40,16,Pathanamthitta
19403,Event19403,description19403,dance,63,11,32,Mandya
19404,Event19404,description19404,infotainment|food,411,13,17,Guntur
19405,Event19405,description19405,infotainment,36,42,26,Hassan
19406,Event19406,description19406,technology|dance|entertainment,365,34,1,Warangal
19407,Event19407,description19407,food|sports,56,17,5,Hyderabad
19408,Event19408,description19408,dance,140,9,9,Pathanamthitta
19409,Event19409,description19409,freeentry|outdoor|technology,99,43,23,Karaikudi
19410,Event19410,description19410,entertainment|technology,114,29,27,Ooty
19411,Event19411,description19411,competition|music,77,35,12,Tumkur
19412,Event19412,description19412,sports,391,26,38,Kadapa
19413,Event19413,description19413,freeentry|entertainment|music,186,43,6,Kurnool
19414,Event19414,description19414,outdoor|music|freeentry,26,14,33,Kakinada
19415,Event19415,description19415,food|sports|entertainment,53,42,30,Madurai
19416,Event19416,description19416,sports|online|music,31,31,38,Chikkamagaluru
19417,Event19417,description19417,technology,31,45,40,Madurai
19418,Event19418,description19418,entertainment|outdoor|music,31,20,32,Hassan
19419,Event19419,description19419,music|dance|competition,479,42,34,Vijayawada
19420,Event19420,description19420,infotainment|technology,79,7,32,Kadapa
19421,Event19421,description19421,online|technology,61,16,16,Ooty
19422,Event19422,description19422,outdoor,143,9,12,Tumkur
19423,Event19423,description19423,online|sports|outdoor,264,35,26,Gulbarga
19424,Event19424,description19424,dance|technology,375,15,26,Shimoga
19425,Event19425,description19425,entertainment,220,38,3,Chikkamagaluru
19426,Event19426,description19426,online|food|infotainment,66,48,4,Belgaum
19427,Event19427,description19427,sports,208,47,22,Guntur
19428,Event19428,description19428,infotainment,326,40,24,Rajahmundry
19429,Event19429,description19429,outdoor|technology|infotainment,135,27,19,Karur
19430,Event19430,description19430,infotainment|outdoor,421,44,18,Thiruvananthapuram
19431,Event19431,description19431,infotainment|sports,149,17,20,Karaikudi
19432,Event19432,description19432,infotainment|freeentry,355,16,28,Kasargod
